,review_lst
2574,부드럽고 쿨한 감촉으로 더위가 좀 줄어든거 같아요. 잠이 솔솔 올것 같네요.(2022-07-12 00:19:43 에 등록된 네이버 페이 구매평)
2575,대박만족합니당.이거 진작살껄.진짜시원
2576,만족합니다. 번창하세요(2022-07-11 22:03:36 에 등록된 네이버 페이 구매평)
2577,너무가볍고편해요~잘쓰고있습니다(2022-07-11 18:46:01 에 등록된 네이버 페이 구매평)
2578,잘 사용중이에요 좋아요(2022-07-11 15:22:28 에 등록된 네이버 페이 구매평)
2579,두 재질이 각각 장단이 명확하고확실히 시원해요냉감소재 첨 쓰는데 굿굿(2022-07-11 12:19:48 에 등록된 네이버 페이 구매평)
2580,냉감 인정입니다선풍기 틀면 약간 서늘할 정도ㅋㅋ(2022-07-11 12:20:34 에 등록된 네이버 페이 구매평)
2581,반신반의하면서 구매했는데 생각보다 시원하고 좋네요 ㅎㅎ 땀이 덜나는 느낌입니다(2022-07-11 11:39:38 에 등록된 네이버 페이 구매평)
2582,"사실 계~속 시원하지는 않지만 (이건 좀 말이 안되는것 같고), 처음 덮었을 때 시원한 촉감때문에 상쾌해요!(2022-07-11 08:53:41 에 등록된 네이버 페이 구매평)"
2583,이불은 양면이에요 살에 닿으면 서늘한 부분과 포근하게 느껴지는 면 부분이 있는데 열을 머금지 않아 덜 더워요(2022-07-10 23:38:04 에 등록된 네이버 페이 구매평)
2584,"면쪽이 부드러워서 촉감이 너무 좋고, 시원한 촉감쪽은 확실히 시원하네요 ㅎㅎ 다만 천이 좀 착감기니 쫙펴서 덮어야지 안그러면 몸에 말린다는 불편감이 저는 있네요 ㅎㅎ 아무래도 중간중간 단추?처럼 잡아놓은게 다라서 그런거 같아요.촥감기는거 좋아하시는분은 아무 불편감 없이 기분 좋게 사용할 수 있으실거 같네요(2022-07-10 12:14:42 에 등록된 네이버 페이 구매평)"
2585,좋은제품으로 시원힌게 보낼게요(2022-07-10 08:47:03 에 등록된 네이버 페이 구매평)
2586,이거 전에 버전이 더 부드럽고 좋네요 전 얘도 시원하고 괜찮긴해용(2022-07-10 01:35:40 에 등록된 네이버 페이 구매평)
2587,예전 버전 사용하다가 새로 사봤어요 전꺼보단 덜 부드럽네요 ..처음에 패드인줄 알았어요 시원하긴해영(2022-07-10 01:33:16 에 등록된 네이버 페이 구매평)
2588,패드에 밀리지 않도록 되어 있어서 고정이 잘되서 편해요~
2589,통기성이 좋은 쿨 이불이라 시원합니다 여름에 도움될 것 같아요~
2590,완전 시원한 소재네요 부들하고 얼굴 자국도 안 나겠아요 너무 좋아서 하나 더 사네요(2022-07-09 23:30:47 에 등록된 네이버 페이 구매평)
2591,이불크고 좋네요 그냥 덮기에는 조금 더워보임(2022-07-09 19:35:22 에 등록된 네이버 페이 구매평)
2592,리뷰보고 고민하다 구매했는데 극찬할정도는 아니네요..시원하기는 한데 딱 처음에만 시원하고 땀도 차고 몸에 달라붙네요..겨울이불은 만족했는데 아쉽네요(2022-07-09 09:51:47 에 등록된 네이버 페이 구매평)
2593,만졌을때 부드럽고 시원한데 머리는 그걸 못느껴 너무 아쉬워요. 보드라운쪽은 먼지가 잘 붙어서 수시로 털어줘야 합니다(2022-07-09 09:55:21 에 등록된 네이버 페이 구매평)
2594,아들방에 깔아줬는데 시원하고 너무 좋아요 ^^(2022-07-09 09:20:50 에 등록된 네이버 페이 구매평)
2595,너무 시원하고 좋네요 ㅎㅎ 여기서 겨울이불도 샀는데 너무 좋고 잘쓰고 있어서 여름 패트를여기서 구입했어요 여름 이불이 많아서 패드만 샀는데 이불도 사고 싶네요 ㅜㅜ
2596,어떻게 시원할수 있는지 놀랍네요~~열 많은 아들들 하나씩
2597,하..내가 미쳤지요왜 싱글을 시켰을까요?ㅜㅜ상품보지도 않고 확정을 눌러서 교환하기가ㅜㅜ시원한 느낌 너무 맘에 들어서 퀸사이즈 시켜야겠네요.(2022-07-08 21:26:42 에 등록된 네이버 페이 구매평)
2598,이불 좋아요! 짱 시원해요(2022-07-08 21:03:49 에 등록된 네이버 페이 구매평)
2599,좋네요 바디럽은 욕실제품만 있는줄알았는데쿨매트도 매우 좋네요 한달사용하고 리뷰 올릴게요(2022-07-08 20:15:11 에 등록된 네이버 페이 구매평)
2600,부드럽고 진짜 시원한 느낌이 있어요! 잘써볼께요 너무 더워서 주문했어요~(2022-07-08 16:38:17 에 등록된 네이버 페이 구매평)
2601,시원한감이 없는데??... 어떻게해야 시원한느낌이들까요??(2022-07-08 14:08:53 에 등록된 네이버 페이 구매평)
2602,촉감이 너무좋아시 잠을 잘 잘수 있을꺼 같아요~~(2022-07-08 13:31:38 에 등록된 네이버 페이 구매평)
2603,배송 빠르고 마음에 들어요!!(2022-07-08 10:50:06 에 등록된 네이버 페이 구매평)
2604,시원하고 좋은데 생각보다 얇네요 ㅎㅎ
2605,시트를 아예 빼버렸어요 보기에 무척 깔끔해보이는데 저는 그래요 이렇게 하면 더 더운건지는 알려주세요  딸은 별차이를 못느끼겠대요 그러나 없어지면 덥다고생각하지않을까 싶어요
2606,시원한 느낌이 들고 몸에 들러 붙지 않아 좋아요. 베개커버는 생각보다 얇아요.
2607,얇은 여름 이불 아니니 참고하세요..(2022-07-07 20:14:06 에 등록된 네이버 페이 구매평)
2608,촉감이 좋아서 만족함(2022-07-07 19:55:33 에 등록된 네이버 페이 구매평)
2609,시원하고 좋아요 추천(2022-07-07 18:32:02 에 등록된 네이버 페이 구매평)
2610,일단 습하지 않아서 좋아요 몇일이 더 써봐야겠어요(2022-07-07 09:27:13 에 등록된 네이버 페이 구매평)
2611,시원하고 아주편해요(2022-07-07 07:51:06 에 등록된 네이버 페이 구매평)
2612,나일론소재 에요색이 마음에 들어요 이쁩니다(2022-07-07 00:00:11 에 등록된 네이버 페이 구매평)
2613,차가운 느낌이라 숙면을 취한수있어맘에들어요
2614,가볍고 덥지않고 차가운느낌 색상도 연하고 이뻐요어제 2시간 할인찬스가 있어서 아쉽네요좀더 싸게 구입할수 있었는데
2615,배송 빨랏고상품 바느질좋습니다시원한지는 잘모르겟지만 여름에 쓰기 좋은거같아요(2022-07-06 23:58:06 에 등록된 네이버 페이 구매평)
2616,좋아용 좋아욘 ㅎㅎ(2022-07-06 23:56:40 에 등록된 네이버 페이 구매평)
2617,이쁘규 좋아요 맘에드러요(2022-07-06 19:18:03 에 등록된 네이버 페이 구매평)
2618,이불 색 너무 맘에 들고 시원해요~!(2022-07-06 15:52:00 에 등록된 네이버 페이 구매평)
2619,이불이 확실히 시원하다고 느낍니다아직 누워서 자보진 않았지만시원할것같아요킹사이즈 침대라서 패드가ㅜ작지만 그래도 덮는이불은 넉넉해서 괜찮겠어요(2022-07-06 15:08:28 에 등록된 네이버 페이 구매평)
2620,좋습니다~~~~!!!!(2022-07-06 03:23:08 에 등록된 네이버 페이 구매평)
2621,좋습니다~~~~!!!!(2022-07-06 03:23:32 에 등록된 네이버 페이 구매평)
2622,더위타는 남편 위해 구매했어요. 세탁 후 덮으니 처음은 시원합니다. 매트도 보들하고 좋네요.
2623,"양면이불이라 더 좋아요 진짜 그냥 이불에 비해서 시원하네요 겨울, 여름 이불 모두 바디럽제품 사용중인데 이번 여름이불도 잘 사용해볼게요"
2624,시원하고 좋아요~~~
2625,부드럽고 시원합니다..(2022-07-05 16:13:23 에 등록된 네이버 페이 구매평)
2626,부드럽고 너무 얇은 느낌도 아니라 좋은거 같아요건조기 못쓰는게 답답하긴하지만(2022-07-05 12:45:21 에 등록된 네이버 페이 구매평)
2627,진짜 시원하고 가볍고 좋아요!! 배송도 빨랐어요(2022-07-04 22:01:29 에 등록된 네이버 페이 구매평)
2628,잘받았어요 잘쓰고있어요(2022-07-04 21:40:02 에 등록된 네이버 페이 구매평)
2629,잘받았어요 잘쓰고있어요(2022-07-04 21:40:33 에 등록된 네이버 페이 구매평)
2630,만족합니다 가격대비 만족해요(2022-07-04 16:40:59 에 등록된 네이버 페이 구매평)
2631,배송빠르고 가성비 좋아요(2022-07-04 01:18:59 에 등록된 네이버 페이 구매평)
2632,배송빠르고 가성비 좋아요(2022-07-04 01:18:12 에 등록된 네이버 페이 구매평)
2633,가볍고몸을폭감싸주네요.좋아요(2022-07-03 22:15:49 에 등록된 네이버 페이 구매평)
2634,완저뉴시원하고 부드럽고 좋아요.바디럽 믿고 씁니다.(2022-07-03 21:18:37 에 등록된 네이버 페이 구매평)
2635,앞뒤로 면이 다르고 막시원한건 아니지만 좋은거 같아요(2022-07-03 13:06:55 에 등록된 네이버 페이 구매평)
2636,너무 잘썼어요 훌륭해요(2022-07-03 11:14:04 에 등록된 네이버 페이 구매평)
2637,리뷰보고 구매 했습니다~~(2022-07-03 10:45:33 에 등록된 네이버 페이 구매평)
2638,이불은 얇아서 그런지 무게감은 없고 선풍기 켜놔도 이불로 바람이 솔솔 들어오는게 맘에 듭니다. 근데 가격에 비해 너무 비싼듯 싶네요.
2639,이불세트주문했다가아기 줄려고 패드만 하나 더 구매했네요.시원한감이 있어요.아기 놀때 매트에 깔아주니 좋아하네요부들부들해요(2022-07-02 08:34:43 에 등록된 네이버 페이 구매평)
2640,완전 시원해요. 근데 비와서 그런가 상자가 엉망으로 와서 아쉬웠어요(2022-07-02 04:13:16 에 등록된 네이버 페이 구매평)
2641,이불은 아직 써보기 전이지만... 배송박스 상태가 좀 아쉽네요 비와서 더 훼손된거 같기는 한데 앞으로는 포장좀 더 잘해주세요
2642,시원하고 좋아용 올 여름 시원하게 보내겠습니당(2022-07-01 23:16:59 에 등록된 네이버 페이 구매평)
2643,좋아요. 생각보다 크기도 적당해서 다행이네요. 제가 여자라 너무 클까봐 교환해야되나 걱정했었는데 그냥 써도 되겠어요. 맘에 들어용노트북은 12.3인치입니다.(2022-07-01 22:49:29 에 등록된 네이버 페이 구매평)
2644,부드럽고 촉감이 좋아요 배송도 빨라요(2022-07-01 21:17:05 에 등록된 네이버 페이 구매평)
2645,색도 예쁘고 시원해요~아기가 안내려옵니다ㅎ(2022-07-01 06:53:05 에 등록된 네이버 페이 구매평)
2646,오빠가좋아하네요 이불이시원해요(2022-06-30 17:48:19 에 등록된 네이버 페이 구매평)
2647,뭐 써봐야 알겠지만 그럭저럭 괜찮아보입니딘(2022-06-30 14:17:34 에 등록된 네이버 페이 구매평)
2648,안티버그 기능이 있는지 몰겠어요..(2022-06-30 09:46:49 에 등록된 네이버 페이 구매평)
2649,여름에 시원하게 잘수있어서 좋아요! 뽀송뽀송하고 진짜 시원해요! 덕분에 여름철 잘 보낼것같아용
2650,진짜 시원하고 뽀송뽀송해서 좋아용!!! 여름에 시원하게 ㅁ잘수 있어서 행복합니당💓
2651,여름용이라 시원하고 촉감도 좋아요!
2652,"패드를 고정할 수 있는 밴드가 있어 편하고, 여름용이라 그런지 시원하고 좋아요"
2653,새이불이라 넘 좋아요(2022-06-29 23:17:53 에 등록된 네이버 페이 구매평)
2654,촉감도 좋고 시원하네요!여름이불로는 제격입니다 ㅎㅎㅎ잘 쓸게요(2022-06-29 23:17:23 에 등록된 네이버 페이 구매평)
2655,어우 시원합니다ㅡ사진이 이쁘진 않지만 만족하면서 쓰고 있습니다(2022-06-29 23:07:37 에 등록된 네이버 페이 구매평)
2656,"여름 홑이불처럼 너무 날라다니지도 않고 무게감은 있는데 재질이 독특해서 살에 닿는느낌 참 시원하니 좋습니다 사이즈도 좋구, 너무 만족스러워요(2022-06-29 21:38:05 에 등록된 네이버 페이 구매평)"
2657,여름 홑이불은 너무 얇아서 고민하다가 더위많이타는 신랑위해서 구매했는데 아주 맘에 들어요 너무 얇진 않고 무게감도 적당히 있는 편인데 재질이 참 독특해서 살에 닿는 느낌이 아주 좋네요 색감도 이뻐서 만족했습니다(2022-06-29 21:37:27 에 등록된 네이버 페이 구매평)
2658,배송도 빠르고 열대야라 너무 힘들어서 구매했는데 만지자 마자 촉촉 시원하도라구요!!화면보단 약간 색이 옅긴 한데 시원해보여요!!(2022-06-29 20:13:49 에 등록된 네이버 페이 구매평)
2659,매우매우매우 만족하고 꿀잠자고있어용ㅎㅎ(2022-06-29 19:33:44 에 등록된 네이버 페이 구매평)
2660,"촉감이 너무너무 좋아요........ 저희집 침대사이즈가 슈퍼킹이여서 싱글로 2개씩 패드, 커버, 이불 풀 셋팅 했습니다. 만족 대만족(2022-06-29 13:58:17 에 등록된 네이버 페이 구매평)"
2661,넘넘 애정하는 바디럽여름이불도 조아요(2022-06-29 08:48:11 에 등록된 네이버 페이 구매평)
2662,촉감 좋고 시원해서 좋아요 잘 쓸께요(2022-06-29 08:28:32 에 등록된 네이버 페이 구매평)
2663,요즘 장마라 열대야가 심 한데 시원 하게 꿀잠 자고 있어요(2022-06-29 08:26:52 에 등록된 네이버 페이 구매평)
2664,시원하고 촉감도 좋습니다(2022-06-29 01:38:09 에 등록된 네이버 페이 구매평)
2665,좋아요배송도 빠르고 좋아요. 그레이라기 보다는 연한 그린에 가깝네요.올 여름 시원하게 보낼려고 샀어요~
2666,"시원하니 좋긴합니다 몇일사용하였는데 재봉?제봉? 터진걸 지금봤내요 이런부분은 발생안되게 신경써주셨으면합니다 새이불인데 ,,,좀그렇내요나머지는 다 좋습니다(2022-06-28 23:44:21 에 등록된 네이버 페이 구매평)"
2667,이불 촉감이 좋아서 재구매하려고 합니다.
2668,너무시원하고 이물도 안타요 빨래하기도편하고 오래사용할거같아요 색도이뻐서 기분이 좋아지네요
2669,시원한 재질이예요 안고자는 여름 바디필로우에 쓰이는 재질? 양면이 달라서 안더울때는 뒤집어서 사용 가능할것 같습니다
2670,얇고 좋아요! 원래 쓰던 브랜드라 믿고 구입했습니다.회색 샀는데 약간 연두빛이 돌아요. 색 비교를 위해 다른 회색 침구들과의 사진 첨부합니다. 오른쪽 위에가 해당 상품이에요(2022-06-27 21:29:36 에 등록된 네이버 페이 구매평)
2671,사진과같아요 만족!(2022-06-27 14:26:20 에 등록된 네이버 페이 구매평)
2672,색상은 예상했던 색이예요..그런데 한쪽에 밀리지말라고 중간중간에 해놓은 박음질 때문에 펼쳐놓았을때 모양이 너무 않예뻐요..ㅠ 그래도 사용감은 좋아요..부들럽고 몸에 밀착은 되지만 엉기지는 않아서 좋아요(2022-06-27 12:50:56 에 등록된 네이버 페이 구매평)
